  0.0000000E+00    0.0000000E+00
  0.2000000        0.1655578    
  0.4000000        0.2781560    
  0.6000000        0.3529015    
  0.8000000        0.3985312    
   1.000000        0.4207354    
   1.200000        0.4236542    
   1.400000        0.4106040    
   1.600000        0.3844514    
   1.800000        0.3478027    
   2.000000        0.3030991    
   2.200000        0.2526551    
   2.400000        0.1986656    
   2.600000        0.1431948    
   2.800000        8.8154793E-02
   3.000000        3.5279997E-02
   3.200000       -1.3898618E-02
   3.400000       -5.8077548E-02
   3.600000       -9.6200116E-02
   3.800000       -0.1274704    
   4.000000       -0.1513605    
   4.200000       -0.1676107    
   4.400000       -0.1762226    
   4.600000       -0.1774448    
   4.800000       -0.1717525    
   5.000000       -0.1598207    
   5.200000       -0.1424927    
   5.400000       -0.1207444    
   5.600000       -9.5646463E-02
   5.800000       -6.8323828E-02
   6.000000       -3.9916497E-02
   6.200000       -1.1540155E-02
   6.400000        1.5749905E-02
   6.600000        4.0992275E-02
   6.800000        6.3347884E-02
   7.000000        8.2123317E-02
   7.200000        9.6788771E-02
   7.400000        0.1069891    
   7.600000        0.1125488    
   7.800000        0.1134708    
   8.000000        0.1099287    
   8.200000        0.1022533    
   8.400001        9.0914741E-02
   8.600000        7.6499671E-02
   8.800000        5.9685417E-02
   9.000000        4.1211847E-02
   9.200000        2.1851970E-02
   9.400001        2.3821972E-03
   9.600000       -1.6445957E-02
   9.800000       -3.3933267E-02
   10.00000       -4.9456459E-02
   10.20000       -6.2488798E-02
   10.40000       -7.2616383E-02
   10.60000       -7.9549618E-02
   10.80000       -8.3130188E-02
   11.00000       -8.3332509E-02
   11.20000       -8.0260471E-02
   11.40000       -7.4139372E-02
   11.60000       -6.5303832E-02
   11.80000       -5.4181635E-02
   12.00000       -4.1274838E-02
   12.20000       -2.7138593E-02
   12.40000       -1.2358477E-02
   12.60000        2.4723110E-03
   12.80000        1.6776087E-02
   13.00000        3.0011931E-02
   13.20000        4.1695312E-02
   13.40000        5.1415019E-02
   13.60000        5.8846716E-02
   13.80000        6.3763224E-02
   14.00000        6.6040486E-02
   14.20000        6.5659650E-02
   14.40000        6.2705033E-02
   14.60000        5.7358395E-02
   14.80000        4.9889363E-02
   15.00000        4.0642988E-02
   15.20000        3.0024620E-02
   15.40000        1.8482791E-02
   15.60000        6.4911605E-03
   15.80000       -5.4706573E-03
   16.00000       -1.6935490E-02
   16.20000       -2.7466433E-02
   16.40000       -3.6672778E-02
   16.60000       -4.4224564E-02
   16.80000       -4.9863346E-02
   17.00000       -5.3410966E-02
   17.20000       -5.4774731E-02
   17.40000       -5.3948883E-02
   17.60000       -5.1013138E-02
   17.80000       -4.6127744E-02
   18.00000       -3.9525643E-02
   18.20000       -3.1501677E-02
   18.40000       -2.2400307E-02
   18.60000       -1.2600679E-02
   18.80000       -2.5017422E-03
   19.00000        7.4938596E-03
   19.20000        1.6995823E-02
   19.40000        2.5640463E-02
   19.60000        3.3105046E-02
   19.80000        3.9118960E-02
   20.00000        4.3473583E-02
